					
	03. 23 After Gaining the Dress				
				마티암	(다시 천 조각들을 줍는다)
				미겔	(마티암을 향해 엄지 척!)
				마티암	좋은 옷감을 찾았네. (마치 월척을 잡은 것마냥 골든스버그의 치마를 담당했던 천을 들어올린다)
				미겔	와아~! 너무 순백인 건 아니겠죠? 염색할 거니 상관 없으려나요~?
				마티암	이런 순백색일수록 염색하기 쉽지. 천 특유의 색을 신경쓰지 않아도 되니 말이야. 본래의 색을 날리는 작업을 하지 않아도 되겠어.
				미겔	그거 다행이군요! 벌써부터 기대됩니다~ (두근두근.) 그때 단추를 단 쪽으로 하기로 했죠~?! 후후, 얼른 소매를 달고 싶습니다요~
				마티암	마을에서 멀어지고 거처를 다시 정할 때면 만들 수 있을 거야. 이번에야말로. (촉감이 좋은지 뜯어온 천을 계속 문지르고 있었다) 넉넉하니 실패해도 문제없겠어. 여차하면 골든스버그의 치마를 더..
				미겔	기대되네요! 그때 봤던 염색제 중 생각해두신 색상은 있었습니까~? (저도 당신 따라 천을 슥슥 문질러본다. 오오...!! 느낌 좋군!) 예~?! 골든스버그씨... 지금은 옷 입으신 거 맞죠~?
				마티암	그의 존엄성을 지킬 정도의 길이는 되었네. (아니면 말고) 그때 보았던 푸른색의 염색제가 마음에 들었지만.. 그대의 옷과 어울리려면 초록색을 더 섞는 편이 좋을 것 같더군. 근방에서 비슷한 색의 풀을 찾아볼 생각이야.
				미겔	음! 그럼 다행이구요~ 우~와~! (당신의 직업 정신에 안경알이 초롱초롱 빛나고 있다.) 제 옷에는 역시 푸른빛보다는 녹빛이 어울리려나요~ 지금 한번 같이 찾아보러 가면 안됩니까, 예~?
				마티암	 여차하면 다른 부위도 뜯어오지. 염색제는 많으니. (초롱초롱?한 당신의 안경알을 바라본다) 일단 저 마을을 벗어나면 말이지.
				미겔	좋습니다! 분명 골든스버그씨도 기쁜 마음으로 내주실테니깐요~ (도브 돌라... 벗어난 거 아니었습니까요~?! 하는 눈빛으로 바라본다.)
				마티암	(당신의 눈빛을 알아챈 것인지 어깨를 으쓱한다.) 아직 주변이긴 하니까. 어제 말했었잖아? 고향 생각나는 곳이라고. 고향이란 늘 떠나고 싶은 존재 아니겠어.
				미겔	고향이란 늘 떠나고 싶은 존재... 고향을 좋아하고 그리워하는 이라면 마티암씨 말에 동의하지 않을테지만, 저는 방랑 음유시인이니 공감합니다요! 그런데 마티암씨는 고향이 싫으신겁니까~?
