ㅁㅁ					
	03. 26 Con O'glos Swamp (After reuniting inside Witch Hansel's Castle)				
				마티암	(그냥 옆에서 응원한다)
				미겔	죽음이 두렵지 않으셔도 훌륭히 자제하셨습니다!  [치유/@whereIsMyHead_J4W] @system_J4W
				마티암	(괜히 뿌듯해진다) 하하하.
				미겔	 (마티씨 들고 한번 헹가래 해준다.)
				마티암	(..암은? 농담이다. 헹가래하는 미겔을 헹가래한다.)
				미겔	우왓~?! (암이 헹가래를 해주는 건가?)
				마티암	(그렇다.. 힘이 없어 두 번만 하곤 옆으로 옮긴다)
				미겔	(암씨 어제 안마도 해드려서 장사신줄 알았는데 아니었네! 그래도 암이랑 친해진 것 같아서 뿌듯하다!)
				마티암	(지금 미겔에 대한 암의 호감도는... [1d100] 점) @system_J4W
					ㄴ 이거 결국 몇 점 나왔을까... 궁금하다
	03. 26 Same Day				
				마티암	요즘 단축스펠이 유행이라더니.
				미겔	MCT...
				마티암	미겔 cat town..?
				미겔	미겔 고양이 마을이 대체 무슨 뜻입니까?   Matiam, the Cool Tailor! 입니다, 후훗...
				마티암	TWBM..
				미겔	더... 월드... 베스트... 마티암?
				마티암	잘 가다가 왜 마티암이 되는건가. 정정하겠네. TWBBM이네.
				미겔	더... 월드... 베스트... 브레이브... 마...티암?
				마티암	(당신의 버클을 정중히 가리킨다) 더 월드 베스트 바드...
				미겔	더 월드 베스트 바드 미겔~?! (입 틀어막고 감동 받은 표정... 암을 꼬옥 안는다.)
				마티암	(끄덕...) 그대의 칭호이자 불변의 진리이지.
				미겔	후후후... 기쁩니다요~ 이런 생각을 해주시는 건 마티씨 쪽이겠죠? (마티도 꼬옥.)
				마티암	합동 생각이라네. 물론 뇌는 머리에 있지만.. 가끔 보면 몸의 기억도 있는 것 같아. (딱딱할 정도로 가만히 있는다)
				미겔	(후후... 어쩐지 마티와 암을 동시에 끌어안고 있으니 세상을 제패하는 기분이 드는 것 같기도. 암을 놔주고 마티도 암의 손에 조심스레 쥐어준다.) 하긴, 저도 몸에 기억이 있다고 믿는 편입니다!
				마티암	(원상태가 되었다) 기억이 나지 않아도 몸은 자연스레 움직이곤 하니까. 가끔 그런 생각을 해. 내가 사라져도 몸은 움직이지 않을까하고.
				미겔	뭣! (마티의 귀를 막는다. 그걸 말한 게 마티지만, 아무튼!) 무슨 그런 섭섭한 소리를 하십니까~? 물론 암씨도 본능적인 움직임은 하시겠지만... 아무튼 마티씨도 소중하다구요~ 사라지시면 안됩니다요!!! (떠난다고 안했다.)
				마티암	누가 사라진다고 했나. 그냥 가정일세. 듀라한이 사실 저주를 받았다가 머리가 사라져 의지를 잃은 생물이라던가.. (..) 그대는 그런 경험이 있나? 머리보다 몸이 빨랐던 경우 말일세.
				미겔	가정이라면야~... 흐음, 암씨는 움직이시려나요? 마티씨를 두고 떠난다든지. (당신이 건넨 질문에는 망설임 없이) 자주 있지요. 감을 믿는 편일지도 모르겠습니다! 흠~ 적어도 저 미겔은 말입니다! 몸에 익혀진 습관이란 건 참 무섭지요. 어느새 검 손잡이를 쥐고 있는 제게서 그걸 많이 발견하지요. 근데 저는 오히려 그걸 의지라고 느낍니다. 저도 모르게 배어 나오는... 그 알 수 없는 힘을 말입니다!
				마티암	당연한 말이지만, 암이 내 의지 밖의 행동을 한 적은 없네. 그러나 머리가 사라진다면 혹시 모르지. 아니면 머리를 찾기 위해 움직이는 것일수도. 완전해지고픈 욕망이랄까. 그래서 듀라한이 모두의 목을 노리는거고.. (생각나는 대로 내뱉다가) 무언가를 잊는 것보다 습관을 지우는 게 더 어려운 것 같아. 의지라.. (손을 쥐었다 편다) 어렵네. 나도 모르는 내 의지라니. 그것을 따르는 편인가?
				미겔	과연 머리로부터 벗어나려는 자유의 의지를 가질지, 머리를 되찾으려는 소속감의 의지를 가질지 궁금해지는군요! 듀라한씨도 참~... 저희 목을 가져간다고 해서 딱 맞지도 않을텐데! 한번 익힌 것은 쉽게 사라지지 않지요. 그런 의미에서 의지라고 한 겁니다. 오랜 세월동안 제 몸에 스며든다는 건, 결국 무언가를 향한 마음이 기반되었을 것 같기에 말이죠. 휴! 어렵긴 하네요~ 전 굳이 부정하진 않습니다. 마티암씨도 스스로가 생각하기에, 의지 같은 본능이 있나요?
				마티암	아니면 그냥 포기할 수도 있고. 새로운 마물이 될 생각은 없으니 걱정 마시게. 그러지 않기 위해 모험을 하는 거니까. (..) 하하, 뭐 없는 것보단 낫지 않겠나! 이리저리 이어붙이는 재미도 있고. (목 위의 허공을 손가락으로 툭툭 건드렸다. 원래는 턱이 위치한 장소였겠지) 본능이라.. 잘 모르겠는데. 마물을 잡을 때 팔을 지나치게 휘두른다는 것? 자다가 소리가 들리면 나도 모르게 바닥으로 떨어지기도 하고.. 예시는 없나?
				미겔	휴우우, 그건 다행입니다! (이어붙이는 재미라, 후후 웃다가) 그러는 마티암씨는 아직 목이 있으시니 저희의 머리는 안중에 없으신겁니까~? (제 목을 똑 떼내어 당신 목에 붙이는 손짓을 한다.) 팔을 지나치게 휘두르는 것도 본능일 수 있겠지요! 살고 싶다는 본능! 소리가 들려서 떨어지는 건 반사 작용 같은 느낌이 들고 말입니다. 예시라~ 흠! 저는 어쩐지 검만 잡으면 필요 이상으로 피가 끓어오르는 느낌인 것 같기도 합니다~? 검을 잡은지 오래되어 그런 걸지도요.
				마티암	마티와 암이 더욱 친해지길 바라고 있어. (결합..이랄까) 목이 사라진 상태의 암이라면 조심하도록 하게. 목소리가 좋고 94개의 색안경까지 덤으로 있는 머리는 매력적인 법이니.. (으스스) 검을 정말 좋아하는 모양이로군. 검술이 좋은 건가, 아니면 누구와 대적하는 것이 좋은 건가? 그런 느낌이라면.... 으음. (고민이 깊었다.) 아, 바느질에 집중하느라 숨조차 쉬지 않을 때가 있네. 완벽하게 작업하기 위한 본능일지도 모르지.
				미겔	마티야~ 암아~ 사이좋게 지내야한다~? (아이를 달래는 어른의 말투로 말하다가 이어지는 얘기에 과장되게 힉, 소리를 낸다.) 하하하, 듀라한이 탐낼 만큼 매력적인 머리일 수 있어 영광입니다~ 검술도 좋고, 검을 겨루는 것도 좋습니다! 왜 그런진 모르겠지만 의지가 가득 차는 느낌이지요! (고민이 깊어지는듯 하면 편히 자리 잡고 당신 대답을 기다린다.) 오! 바로 그겁니다! 완벽함을 원하는 의지가, 숨을 참는다는 본능을 만들었지요.
