					
	04. 13 Before the day of Ending				
				마티암	다들 좋은 밤 되길. 꿈에서 강을 본다면 절대 건너지 말게.
				미겔	좋은 밤 되십쇼, 마티암씨! 잉, 근데 건너고 싶으면 어쩝니까~?
				마티암	그렇다면 나를 불러. 그대가 석류를 먹지 않도록 잘 감시해주지.
				미겔	하하, 그곳이 마티암씨의 사후세계라면 냉큼 먹어버릴텐데두요!
				마티암	하하, 나를 지옥의 왕쯤으로 생각하는 것 아닌가. 나도 끌려왔네. (익숙하고도 어색한 당신의 얼굴을 바라본다) 역시 좋은 색이군.
				미겔	후후후... 마티암씨께서 죽어서 가실 곳의 주인은 당연히 마티암씨 아니겠습니까? 마티암씨께서도 끌려온 처지시라면 같이 탈출해야겠네요! (당신의 시선을 저도 모르게 피한다.) 마티암씨라면 그렇게 말씀해주실 줄 알았답니다~? 워낙 색을 많이 다루시는 분이시니.
				마티암	혼자만의 사후세계에 그대를 초대할 수 있다면. (자신의 눈을 피하는 당신을 의문스럽게 바라본다.) 왜 눈을 피하는 거지? 더 보고 싶었는데. 붉은색, 푸른색.. 그 범위 안에서도 완전히 똑같은 색은 없어. 그대만의 색인 거지.
				미겔	함께 즐겁게 놀아볼까요? 석류도 나눠 먹으면서 말이지요! (그때 먹었던 푸른 베리는 당신 몸 안에 잘 들어갔을까? 암의 배를 가만히 본다.) 그게 말이지요~... 정작 제대로 보여드리려니 쪼오금! 부끄러운 것 같기도~ 하고~? 저만의 색이라... 그렇지만 푸른색을 유독 좋아하시는 것 아니었습니까? 물론 녹빛도 푸른 계열일 수 있습니다만~
				마티암	맛있는 석류를 준비해야겠네. 지옥에서도 놀아준다니 든든하군. 외롭진 않겠어. (마계의 석류는 참으로 특이했다. 말도 먹고, 갑옷도 먹었으니 하나쯤은 제대로 들어갔을 것이다) 하하! 부끄러움을 다 타는군. 좋아하는 색은 매번 바뀌는 것 아니겠나. 웨딩드레스를 보고 흰색을 좋아하게 되거나, 검을 선물 받고 은빛을 좋아하게 되는 것처럼. 그리고 그건.. 미겔의 색이라 좋아하게 되는 거지. 순서가 틀렸어.
				미겔	아까 사과스튜급의 석류여야지 제가 계속 머물고 싶다는 생각이 들겁니다~? (하하.) 지상에서도 놀아드리는 건 욕심이겠지요. (그러고 보면 말이 마티가 맞았는지 궁금한데. 시선이 슬금슬금 다시 당신을 향한다.) 그러니까... 제가 마티암씨께서 가지고 계신 검은색을 좋아하시는 것처럼, 마티암씨도 제가 가지고 있는 색을 좋아해주시게 되는겁니까~? (눈 한쪽을 가늘게 뜬다. 눈을 보인 미겔은 정말이지, 감정 표현이 더욱 풍부해졌다!) 녹색이 참 예쁘지요? (마계에서 했던 질문과 비슷한 것을 던져본다.)
				마티암	헨젤에게 레시피를 얻어와야겠어. 알고 보면 사과 벌레가 화룡점정이었다던가. 지상에서는.. 계속 놀아주고 있던 거 아니었나? (과연 말은 무엇이었을까. 마티치곤 말 같긴 했는데.) ..검은색을 원래부터 좋아하는 게 아니었어? (색안경도부터 검은색이었던 바드를 바라본다. 눈이 보이니 기분이 이상하다. 미겔이 원래 저런 표정을 지었던가?) 그대와 딱 어울리는 색이로군. 역시 모두를 홀릴까 봐 가리고 있었던 거지? (장난스레 질문한다.)
				미겔	저런! 사과벌레를 왕창 먹게 생겼는데요. 얻어오신 김에 젊음의 영약도 얻어옵시다! 호오... 그런갑쇼?(맹...) 그럼 더더 놀아주시면 되잖습니까~ (그럼 내가 본 말은... 정말 말?) 제가요? 하하, 글쎄요. 원래부터 좋아했으려나~? (그럼! 아마 당신 앞에서 가장 다양한 표정을 짓고 있었을 것이다. 잘도 안경알로 감추는 특권을 누리며) 하하하, 어떻게 아셨지요~? (장난스러운 질문에 농담인지 진담인지 모를 듯한 어조로 답하더니) 말씀 드린 적 없던가요? 부활의 영약을 200골드나 깎을 수 있었던 이유... 상인께 제 눈을 보여드렸었답니다? 그리고... 기절하셨지요! (능청스레 말하며 당신과 다시 눈을 마주한다.) 어때요, 마티암씨도 제법 홀릴 것 같습니까?
				마티암	누구 뇌의 순수를 훔쳐갈지 고민 중이네. (농조) 마트리온 대신 내가 잘 꿰매주면 되겠군. 이 얇디얇은 바늘로 말이야. ....(같이 맹해진다) 그대가 나와 놀아준다는 것 아니었나? (하지만 또 그렇다기엔... 당신의 말을 착착 잘 알아듣는 말이었단 말이다) 하하, 이미 홀린 것 같네. 원래부터 멋있었지만. 깨진 안경 사이로 빛나는 눈을 보니 새롭더군. 정말 감추고 다녔던 이유는 뭔가?
				미겔	저요, 저요~! 제 뇌의 순수를 훔쳐가주세요! (저 역시 손을 번쩍 들며 장난스레 말한다.) 마티암씨라면 정갈하게 잘 꿰매주실 것 같기두~ (같이 맹해지는 얼굴을 보며 큭큭 웃는다.) 그렇담 서로를 놀아주는 것이겠지요! 이제 앞으로 뭘하고 놀지~ 생각해보시는 게 좋겠습니다? 대련이나 한 번 더 할까~ (말티를 향한 궁금증은 더욱 커져만 갔다...) 그때 그 말은 마티씨가... 맞았는지요? (결국 참지 못하고 묻더니 이어지는 말에는 손등으로 제 뺨을 문지른다. 음! 마티암씨는 말을 너무 쉽게 하신단 말이지! 당신 이마를 손 끝으로 꾹 누른다.) 하하하, 그렇게 덜컥 홀린 것 같다고 해주시면 어쩝니까~? 단원들을 홀리면 곤란하다고 하셨던 분이 있는 것 같은데 말입죠~ 하긴, 그때도 충분히 매력적이라 해주신 이가 있지요. 눈을 감추면 여러모로 유리하잖습니까. 상대방에게 손해 보는 기분 들게 하기 위해서~? 하하하.  단장님과 대련했을 적 너는 너무 흥분하면 그 열의를 감추지 못해 움직임이 읽힐 수 있다-고 하시더군요! 그것도 그렇고, 이야, 바드가 사람들을 여기저기 홀리고 다니면 되겠습니까? 돌 맞습니다! (농조로 말을 맺는다.)
				마티암	비록 내 머리는 꿰매지 못했지만, 실력은 나쁘지 않지. (당신의 머리를 꿰매는듯한 시늉을 한다.) 이 몸 상태로 대련하면 누구 하난 죽을 것 같은데. 영약값 벌어놓고 싸우세. (말티가 환상 속에서 웃는 기분이었다) 글쎄... 어떨까? (당신이 뜸을 들였던 것처럼 이번엔 이쪽에서 그렇게 말한다. 쉽게 알려주면 재미없지!) 하지만 그만큼 아름다운 눈이었는데. (어깨 으쓱인다. 둘 다 다른 매력이 있어.) 하하하. 그 전략에 딱 걸린 사람이 여기 있군. 일리 있는 말이지만.. 계속 감추고 다니기엔 아깝지 않나. 그 열의가 보여도 손쉽게 상대를 이길 수 있을 만큼 강해지는 건~? (농담) 그 돌 던지는 사람도 홀려버리면 되지. 영약을 200골드나 깎는 실력인데... 누구 하난 대신 맞아줄걸세.
				미겔	(당신의 시늉이 더욱 실감나도록 머리를 가까이 들이민다.) 후후, 비록 순수와 기억은 잃어버려도 깔끔한 바느질 자국이 남을 생각을 하니 좋은데요~? 이렇게 죽어가는 상태로 영약값을 벌 수나 있으려나요~ 아쉽지만 대련은 다음으루! 대신 마티암씨께 노래를 들려드리지요, 한시라도 빠른~ 대련을 위해? (속삭이듯 귓가에 치유의 언어를 읊는다.) ...제게서 이상한 것만 배우신 것 같습니다!? (이럴 수가! 당신도 뜸을 들이다니. 아니, 당신은 원래 제법 짓궂은 편이 있는 것 같다. 이렇게 잘 웃는 이가, 대체 예전엔 어떻게 진지하고 과묵한 성격이었다는거지! 미겔은 믿을 수 없다.) 눈이 아름다운 이에게 약하신 겁니까~? (흠, 하고 당신을 빤히 본다.) 뭐어, 지금은 눈을 드러내도 이길 것 같습니다! 적어도 마티암씨는요. (하하!) 그건 너무 치사하고 사악한 거 아닙니까~? 마티암씨를 끌어다가 앞에 세우면 어쩌려구요!   [치유/@whereIsMyHead_J4W] "미겔의 끝없는 이야기! 이 이야기엔 마침표가 존재할 수 없다. 낙원에 도달하기엔 아직 이르지 않습니까? 자, 계속해서 이어갑시다. 당신의 이야기를! 마티암의 체력이 33회복되었습니다."
				마티암	(당신의 눈이 잘 보인다. 빛이 다르게 반사되어 색다르게 느껴지기도 한다. 그야, 눈의 색은 하나가 아니니까) 바느질 자국은 티가 안 날수록 좋은 것 아니겠나. 하지만 정 원한다면 스티치 기법으로 꿰매주지. 실은 무슨 색이 좋나? (노래를 들으며 잠시 눈을 감는다. 역시, 부활보단 노래지. 속삭이는 소리에 어쩐지 머리 안쪽이 간지러운 기분을 느낀다.) 후후.. 이 머리는 학습이 쏙쏙 잘되는 머리거든. (그런 당신을 보곤 웃었다. 직접 겪어보니 어떤가.) 노래 잘하고, 검술에도 재능이 있고. 자신의 마음을 잘 드러내는 이에게 약하네. 거기에 눈도 아름답다면 더 좋지. 하하! 너무 과소평가하는 것 아닌가? ( [민첩] 하게 당신의 옆으로 이동한다) 치사하고 사악할수록 인생을 오래 느낄 수 있는 법이지. 나라면 잘 피해줄걸세.
				미겔	(빛의 각도에 따라 눈은 금빛에 가까운 것 같기도, 청빛에 가까운 것 같기도 하다.) 스티치 기법은 무슨 기법입니까? 비슷한 색이어야지 티가 나지 않을 것 같습니다요! (노래를 마치면 장난스레 당신 귓가에 후, 바람을 불어본다.) 다른 걸 학습해보실 생각은 없습니까? (직접 겪으니 웃기고 재밌다. 웃음이 실실 새어나오는 걸 보아 좋다고도 할 수 있겠다.) ... (당신이 하나 하나, 조건을 추가할 때마다 눈가가 씰룩인다. 아니, 입꼬리였던가? 어쩌면 얼굴 전체일지도! 참지 못하고 색안경을 써버린다.) 그거 누가 봐도 너~무 미겔도란 에테르노스 오잔 콜드듀 얘기 같지 않습니까? 제 착각입니까~?! (민첩하게 제 옆으로 오는 당신에 우왁, 하는 소리가 나오는 것으로 보아 과소평가를 하는 건 아닌 듯 싶다.) 검도 대봐야 알겠지요. 후후, 인생을 오래 느끼고는 싶으니... 그럼 마티암씨로 막아볼까요? 돌 정도는 피할 자신이 있지요~? 이리 민첩하신데!
				마티암	(이 오묘한 색에 빠져들 것 같아 저도 몰래 눈을 가만히 바라본다.) 자수를 놓듯이 바느질을 한다는 뜻이었네. 그 기법에도 종류가 다양하지만. 하하, 그럼 고동색으로 준비해야겠군. ....으앗.(흠칫하며 미겔을 바라본다. 당신도 한 장난스러움 하는 것 같다!) 학습시키고 싶은 거라도 있나? 이러니 아이(yes파수꾼단아이)가 된 것 같군. (색안경을 다시 쓰는 당신을 보곤 히죽 웃는다. 아 아직 덜 봤는데.) ...그것 참 우연이로군. 아니, 운명인가? (장난스레 속삭인다) 이주일 전엔 나를 밟더니 이젠 돌도 맞게 하는 건가. 생각해보니 피할 수 없겠어. 그럼 그대가 맞지 않나.
				미겔	(당신이 몰래 눈을 바라보는 줄도 모르고 신나게 말을 이어간다.) 아하! 자수라... 후후, 정수리가 한층 아름다워지겠는데요~? (흠칫하는 반응이 재밌는지 몇 번 더 불어본다. 바드의 장난은 끝이 없고...) 흠! 일단 마티암씨께 저 미겔을 칭찬하는 법을 학습시키겠습니다! (이기적이다.) 그리고 검술이라든지, 이야기 하는 법이라든지~? (다시 시꺼먼 안경알 두 개가 당신을 맞이한다. 속삭임을 듣고 생각한다. 아, 색안경 쓰길 참 잘했다-고. 뭐, 그렇다고 해서 얼굴의 나머지 부분을 막았다는 건 아니지 않은가. 미겔은, 그러니까, 자신의 마법 주문이 실패해 단원 여럿을 벽에 끼게 했을 때와 비슷한 반응을 보이고 있다. 제 귀를 감싼다.) 정~말~이~지~ 운명은 안 믿으시다던 분이! 저는 어떤 분께 약한지 아십니까? (밟고, 돌 맞게 하고. 상당히 가학적으로 들린다...) 그럼 마티암씨께서 맞으실 겁니까~? 아니면 같이 피할까요? 쇽쇽! (피하는 척.)
