					
	04.02 Anacsisaus Forest (After Trent's Death)				
					
					
				미겔	(죽은 듯 완전히 고요해진 숲에서 노래한다.)
				마티암	(무슨 노래려나. 조용히.. 방해가 되지 않도록 노래를 감상했다)
				미겔	(노래를 감상하는 마티암에게 노랫말이 들린다. 슬퍼하는 이 없네. 구원하지 못한 죄책감이겠지. 숲에 불은 타올랐고, 마음이 확고했으니. 그들의 증오심이 느껴지네. 낯선 사람, 그들의 슬픔. 그러나 탓하지 않으리. 모두 내 잘못이리라... 트렌트가 부르는 노래처럼 들린다.)
				마티암	(당신의 노래를 저도 모르게 중얼거리며 따라 불렀다. 슬퍼하는 이 없네. 구원하지 못한 죄책감이겠지.... 당신의 입으로 전해지는 트렌트의 마음이, 어쩐지 너무 쓰라렸기에.. 자신도 모르게 눈물이 흘렀다. 트렌트의 감정을 대변하듯이.)
				미겔	(노래의 마지막 소절까지 부르고 나서야 인기척이 느껴졌던 쪽으로 고개를 돌린다. 당신인 건 눈치 챘지만, 눈물을 흘리고 있는 당신 모습은  예상을 뛰어넘는 것이었는지 드물게 놀란 표정을 짓는다.) 마티암씨...? 괜찮으십니까?
				마티암	(당신의 말에 조용히 고개를 끄덕이다, 자신의 눈에 눈물이 흐르고 있음을 눈치챈다) ..난 괜찮네. 고단한 하루긴 했지만 말일세. 그대는 여전히 쌩쌩해 보이는군.
				미겔	(자칭 세계 제일 음유시인인 미겔이 누군가를 울리는 건 제법 흔한 일이었다. 그야, 나름 구슬픈 노래를 부르면 화나 있던 술집 주인장도 눈물을 흘리곤 했으니까. 그러나 당신 눈물에는 안절부절 못하더니 실례합니다! 하고 장갑 낀 손으로 눈물을 슥슥 닦아준다.) 괜찮다는 분이 눈물을 보이시니까 이 미겔, 놀라잖습니까~ 어째서 눈물을 흘리신 겁니까? 노래가 슬프셨습니까? 저야 뭐... (변함없죠, 그렇게 말하며 웃는다.)
				마티암	(장갑을 낀 손길을 느낀다. 생각보다 얇은 재질이네) 하하.. 그대의 노래에 눈물을 보이는 이는 많지 않나? 이 숲, 그의 숲이었던 곳에서.. 그의 노래를 들으니 어쩐지 눈물이 나더군. 트렌트의 영이 지나치기라도 한 것일까. 눈물이 많은 훔은 아닌데. (눈을 깜빡이더니) 지금 보니 그대도 많이 다쳤어. 눈물이 고여 제대로 못봤네.
				미겔	(이 와중에 장갑 재질을 느끼는 마티암, 정말 장인 같다고 생각한다.) 많긴 하지만요! 마티암씨 말씀대로 마티암씨는 눈물 많은 훔처럼 보이시지 않은데 눈물을 흘리시니 놀랐지 뭡니까~... 후후, 그런 걸지도요. 아니면 마티암씨께서 숲의 수호자에게 공감이라도 하신걸까요. 저요~? 전 그래도 멀쩡... ...마티암씨는 왜 이리 많이 다치셨습니까?! (당신 몸을 이곳저곳 살펴본다.)
				마티암	(이 재질로 장식을 만들면 좋을지도..라는 생각이나) 눈물은 흘리지 않지만 감정적인 훔이라네.  ..파수꾼단에서 처치한 다른 것들보단 마음이 좋지 않더군. 추앙받던 이가 한순간에 돌변하고, 죽임을 당하다니. (작게 콜록인다) 나뭇가지가 몸을 찌르려고 굴지 않던가. 그래서 조금 맞아줬네.
				미겔	(당신 생각이 느껴진 건지 말없이 장갑을 벗어준다.) 감정적인 훔이시라면~ 앞으로 화내시는 모습도, 웃으시는 모습도 자주 볼 수 있습니까요? 후후, 한순간에 상황이 뒤바뀌어서 더 마음이 안 좋으셨던 거군요. (토닥토닥.) 저랑 하실 때는 그렇~게 잘 피하셨으면서요~?!
				마티암	(설마 장식으로 쓰라는 건가.. 괜찮네. 다시 돌려준다.) 그걸 보고 싶다면 노력해야 할 거야. (그러다 토닥거리는 손길에 어색한 듯.. 그리고 신기한 듯 바라본다.) 그대는 검이 하나이지 않았나. 원래 다중 인식이 잘 안 되는 편인지라. (가지가 너무 많았다는 뜻) 미안해서 조금 맞아준 것도 있네.
